application_id;Variable_1;Variable_2;Variable_4;Variable_7;Variable_8;customer_id;Variable_9;Variable_10;Variable_11;Variable_15;Variable_16;Variable_17;Variable_18;Variable_19;Variable_20;Variable_21;Variable_22;Variable_23;Variable_24;Variable_25;Variable_26;Variable_27;Variable_28;Variable_29;Variable_30;Variable_31;Variable_32;Variable_33;Variable_34;Variable_35;Variable_36;Variable_37;Variable_38;Variable_39;Variable_40;Variable_41;Variable_6_INT;Variable_12_INT;Variable_45_INT;Variable_13_INT;due_date_YEAR;due_date_MONTH;due_date_DAY;first_status_day_date_YEAR;first_status_day_date_MONTH;first_status_day_date_DAY;paid_date_YEAR;paid_date_MONTH;paid_date_DAY;arrived_date_YEAR;arrived_date_MONTH;arrived_date_DAY;first_status_time_of_day_HOUR;first_status_time_of_day_MINUTE;first_status_time_of_day_SECOND;arrived_date_HOUR;arrived_date_MINUTE;DAYS_due_date-first_status_day_date;DAYS_due_date-paid_date;DAYS_due_date-arrived_date;DAYS_first_status_day_date-paid_date;DAYS_first_status_day_date-arrived_date;DAYS_paid_date-arrived_date
76809.0;30.0;1.0;1.0;42.0;100.0;4326594.0;199.0;199.0;199.0;5.0;1.0;0.0;1.0;1.0;53623.0;4336.15;500.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;110099.0;5427.232758620689;500.0;1.0;0.0;29.0;4.0;1.0;8.0;2016.0;4.0;21.0;2016.0;3.0;21.0;2016.0;3.0;22.0;2016.0;3.0;21.0;15.0;50.0;54.0;15.0;50.0;31.0;30.0;30.0;-1.0;-1.0;0.0
82761.0;30.0;1.0;1.0;20.0;199.0;4433647.0;199.0;199.0;199.0;1.0;0.0;0.0;0.0;0.0;1099.0;4336.15;2303.139334155364;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1099.0;5427.232758620689;3463.901356350185;0.0;0.0;26.0;0.0;1.0;8.0;2016.0;5.0;15.0;2016.0;11.0;4.0;2016.0;4.0;15.0;2016.0;11.0;4.0;14.0;26.0;59.0;14.0;26.0;-173.0;30.0;-174.0;203.0;-1.0;-204.0
49006.0;30.0;1.0;1.0;22.0;199.0;3468716.0;199.0;199.0;199.0;1.0;0.0;0.0;0.0;0.0;680.0;4336.15;2303.139334155364;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;680.0;5427.232758620689;3463.901356350185;0.0;0.0;87.0;4.0;1.0;10.0;2015.0;6.0;12.0;2015.0;6.0;11.0;2015.0;6.0;11.0;2015.0;6.0;11.0;8.0;16.0;53.0;8.0;16.0;1.0;1.0;0.0;0.0;-1.0;-1.0
72103.0;30.0;1.0;1.0;27.0;199.0;4294128.0;199.0;199.0;199.0;3.0;0.0;0.0;0.0;0.0;15278.0;4336.15;2303.139334155364;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25316.0;5427.232758620689;3463.901356350185;1.0;0.0;35.0;4.0;0.0;5.0;2016.0;7.0;4.0;2016.0;7.0;3.0;2016.0;8.0;3.0;2016.0;7.0;3.0;12.0;41.0;25.0;12.0;41.0;1.0;-30.0;0.0;-31.0;-1.0;30.0
39309.0;30.0;2.0;1.0;24.0;199.0;3324257.0;199.0;199.0;199.0;2.0;0.0;0.0;1.0;2.0;10000.0;4336.15;2303.139334155364;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13500.0;5427.232758620689;3463.901356350185;0.0;0.0;50.0;0.0;0.0;11.0;2015.0;10.0;30.0;2015.0;9.0;16.0;2015.0;9.0;30.0;2015.0;9.0;16.0;20.0;43.0;48.0;20.0;43.0;44.0;30.0;43.0;-14.0;-1.0;13.0
42615.0;30.0;1.0;1.0;55.0;300.0;3395137.0;199.0;199.0;199.0;17.0;9.0;2.0;3.0;3.0;30000.0;3000.0;15000.0;0.0;0.0;0.0;2.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;134895.0;5100.0;33716.0;0.0;0.0;33.0;0.0;1.0;8.0;2015.0;11.0;18.0;2015.0;5.0;10.0;2015.0;10.0;19.0;2015.0;5.0;10.0;8.0;30.0;39.0;8.0;30.0;192.0;30.0;191.0;-162.0;-1.0;161.0
29954.0;45.0;1.0;1.0;37.0;199.0;3158676.0;200.0;200.0;200.0;5.0;0.0;0.0;1.0;0.0;18130.0;4336.15;2303.139334155364;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25678.0;5427.232758620689;3463.901356350185;0.0;0.0;40.0;0.0;1.0;12.0;2015.0;10.0;9.0;2015.0;7.0;16.0;2015.0;7.0;27.0;2015.0;7.0;16.0;20.0;21.0;3.0;20.0;21.0;85.0;74.0;84.0;-11.0;-1.0;10.0
59463.626120505265;30.0;2.0;1.0;34.870876677259474;197.996811107939;3344004.241359096;197.996811107939;197.996811107939;197.996811107939;1.9702023101368022;1.0099325632877325;1.0;-0.01986512657546513;0.0;3991.100423294192;3000.0;128.6138072961955;0.0;0.0;0.0;1.0;-0.009932563287732565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4935.249619927272;3000.0;117.084465048749;0.0;0.0;64.4271002213725;3.9900674367122675;-0.009932563287732565;7.029797689863198;2016.0099325632877;1.9205394936981395;19.980134873424536;2016.0099325632877;7.990067436712267;0.7914161709576162;2016.0099325632877;0.9205394936981395;20.990067436712266;2016.0099325632877;7.990067436712267;0.7914161709576162;23.099325632877324;5.811281297533081;33.17878613917919;23.099325632877324;5.811281297533081;-164.9169847145324;30.0;-165.9169847145324;194.9169847145324;-1.0;-195.9169847145324
63824.0;30.0;1.0;1.0;22.0;199.0;4127571.0;199.0;199.0;199.0;1.0;0.0;0.0;0.0;0.0;534.0;4336.15;2303.139334155364;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;534.0;5427.232758620689;3463.901356350185;0.0;0.0;70.0;4.0;1.0;6.0;2016.0;6.0;5.0;2016.0;2.0;2.0;2016.0;5.0;2.0;2016.0;2.0;2.0;7.0;44.0;54.0;7.0;44.0;124.0;34.0;123.0;-90.0;-1.0;89.0
24657.216658511596;25.291026268338904;2.31393158211074;1.0;21.37213683577852;199.0;2973042.0582052534;160.89598411878853;160.89598411878853;160.89598411878853;0.0;3.9417947463322194;0.0;0.0;0.0;14831.265347885403;4336.15;-460.2418585707212;0.0;-0.3139315821107398;0.0;0.0;2.6278631642214796;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32816.6446111869;5427.232758620689;-561.8554002302551;1.3139315821107398;0.0;34.37213683577852;1.0;1.3139315821107398;11.25572632844296;2015.0;3.0582052536677806;4.546752596781863;2015.0;4.62786316422148;6.0;2015.0;5.31393158211074;6.0;2015.0;4.62786316422148;6.0;9.4303420894463;66.5572632844296;13.37213683577852;9.4303420894463;66.5572632844296;-48.54298471982911;-69.43896883861765;-49.54298471982911;-20.895984118788547;-1.0;19.895984118788547
